GENEID,TXNAME
K562_RS13345,K562_RS13345
K562_RS13350,K562_RS13350
K562_RS13355,K562_RS13355
K562_RS13360,K562_RS13360
K562_RS13365,K562_RS13365
K562_RS13370,K562_RS13370
K562_RS13375,K562_RS13375
K562_RS13380,K562_RS13380
K562_RS13385,K562_RS13385
K562_RS13390,K562_RS13390
K562_RS13395,K562_RS13395
K562_RS13400,K562_RS13400
K562_RS13405,K562_RS13405
K562_RS13410,K562_RS13410
K562_RS13415,K562_RS13415
K562_RS13420,K562_RS13420
K562_RS13425,K562_RS13425
K562_RS13430,K562_RS13430
K562_RS13435,K562_RS13435
K562_RS13440,K562_RS13440
K562_RS13445,K562_RS13445
K562_RS13450,K562_RS13450
K562_RS13455,K562_RS13455
K562_RS13460,K562_RS13460
K562_RS13465,K562_RS13465
K562_RS13470,K562_RS13470
K562_RS13475,K562_RS13475
K562_RS13480,K562_RS13480
K562_RS13485,K562_RS13485
K562_RS13490,K562_RS13490
K562_RS13495,K562_RS13495
K562_RS13500,K562_RS13500
K562_RS13505,K562_RS13505
K562_RS13510,K562_RS13510
K562_RS13515,K562_RS13515
K562_RS13520,K562_RS13520
K562_RS13525,K562_RS13525
K562_RS13530,K562_RS13530
K562_RS13535,K562_RS13535
K562_RS13540,K562_RS13540
K562_RS13545,K562_RS13545
K562_RS13550,K562_RS13550
K562_RS13555,K562_RS13555
K562_RS13560,K562_RS13560
K562_RS13565,K562_RS13565
K562_RS13570,K562_RS13570
K562_RS13575,K562_RS13575
K562_RS13600,K562_RS13600
K562_RS13605,K562_RS13605
K562_RS13610,K562_RS13610
K562_RS13615,K562_RS13615
K562_RS13620,K562_RS13620
K562_RS13625,K562_RS13625
K562_RS13630,K562_RS13630
K562_RS13635,K562_RS13635
K562_RS13640,K562_RS13640
K562_RS13645,K562_RS13645
K562_RS13650,K562_RS13650
K562_RS13655,K562_RS13655
K562_RS13660,K562_RS13660
K562_RS13665,K562_RS13665
K562_RS13670,K562_RS13670
K562_RS13675,K562_RS13675
K562_RS13680,K562_RS13680
K562_RS13685,K562_RS13685
K562_RS13690,K562_RS13690
K562_RS13695,K562_RS13695
K562_RS13700,K562_RS13700
K562_RS13705,K562_RS13705
K562_RS13710,K562_RS13710
K562_RS13715,K562_RS13715
K562_RS13720,K562_RS13720
K562_RS13725,K562_RS13725
K562_RS13730,K562_RS13730
K562_RS13735,K562_RS13735
K562_RS13740,K562_RS13740
K562_RS13745,K562_RS13745
K562_RS13750,K562_RS13750
K562_RS13755,K562_RS13755
K562_RS13760,K562_RS13760
K562_RS13765,K562_RS13765
K562_RS13770,K562_RS13770
K562_RS13775,K562_RS13775
K562_RS13780,K562_RS13780
K562_RS13785,K562_RS13785
K562_RS13790,K562_RS13790
K562_RS13795,K562_RS13795
K562_RS13800,K562_RS13800
K562_RS13805,K562_RS13805
K562_RS13810,K562_RS13810
K562_RS13815,K562_RS13815
K562_RS13820,K562_RS13820
K562_RS13835,K562_RS13835
K562_RS13840,K562_RS13840
K562_RS13845,K562_RS13845
K562_RS13850,K562_RS13850
K562_RS13855,K562_RS13855
K562_RS13860,K562_RS13860
K562_RS13865,K562_RS13865
K562_RS13870,K562_RS13870
K562_RS13875,K562_RS13875
K562_RS13880,K562_RS13880
K562_RS13885,K562_RS13885
K562_RS13890,K562_RS13890
K562_RS13895,K562_RS13895
K562_RS13900,K562_RS13900
K562_RS13905,K562_RS13905
K562_RS35470,K562_RS35470
K562_RS13910,K562_RS13910
K562_RS13915,K562_RS13915
K562_RS13920,K562_RS13920
K562_RS13925,K562_RS13925
K562_RS13930,K562_RS13930
K562_RS13935,K562_RS13935
K562_RS13940,K562_RS13940
K562_RS13945,K562_RS13945
K562_RS13950,K562_RS13950
K562_RS13955,K562_RS13955
K562_RS13960,K562_RS13960
K562_RS13965,K562_RS13965
K562_RS13970,K562_RS13970
K562_RS13975,K562_RS13975
K562_RS13980,K562_RS13980
K562_RS13985,K562_RS13985
K562_RS13990,K562_RS13990
K562_RS13995,K562_RS13995
K562_RS14000,K562_RS14000
K562_RS14005,K562_RS14005
K562_RS14010,K562_RS14010
K562_RS14015,K562_RS14015
K562_RS14020,K562_RS14020
K562_RS14025,K562_RS14025
K562_RS14030,K562_RS14030
K562_RS14035,K562_RS14035
K562_RS14040,K562_RS14040
K562_RS14045,K562_RS14045
K562_RS14050,K562_RS14050
K562_RS14055,K562_RS14055
K562_RS14060,K562_RS14060
K562_RS14065,K562_RS14065
K562_RS14070,K562_RS14070
K562_RS14075,K562_RS14075
K562_RS14080,K562_RS14080
K562_RS14085,K562_RS14085
K562_RS14090,K562_RS14090
K562_RS14095,K562_RS14095
K562_RS14100,K562_RS14100
K562_RS14105,K562_RS14105
K562_RS14110,K562_RS14110
K562_RS14115,K562_RS14115
K562_RS14120,K562_RS14120
K562_RS14125,K562_RS14125
K562_RS14130,K562_RS14130
K562_RS14135,K562_RS14135
K562_RS14140,K562_RS14140
K562_RS14150,K562_RS14150
K562_RS14155,K562_RS14155
K562_RS14160,K562_RS14160
K562_RS14165,K562_RS14165
K562_RS14170,K562_RS14170
K562_RS14175,K562_RS14175
K562_RS14180,K562_RS14180
K562_RS14185,K562_RS14185
K562_RS14190,K562_RS14190
K562_RS14195,K562_RS14195
K562_RS14200,K562_RS14200
K562_RS14205,K562_RS14205
K562_RS14210,K562_RS14210
K562_RS14215,K562_RS14215
K562_RS14220,K562_RS14220
K562_RS14225,K562_RS14225
K562_RS14230,K562_RS14230
K562_RS35475,K562_RS35475
K562_RS35480,K562_RS35480
K562_RS14240,K562_RS14240
K562_RS14245,K562_RS14245
K562_RS14250,K562_RS14250
K562_RS14255,K562_RS14255
K562_RS14260,K562_RS14260
K562_RS14265,K562_RS14265
K562_RS14270,K562_RS14270
K562_RS14275,K562_RS14275
K562_RS14280,K562_RS14280
K562_RS14285,K562_RS14285
K562_RS14290,K562_RS14290
K562_RS14295,K562_RS14295
K562_RS14300,K562_RS14300
K562_RS14305,K562_RS14305
K562_RS14310,K562_RS14310
K562_RS14315,K562_RS14315
K562_RS14320,K562_RS14320
K562_RS14325,K562_RS14325
K562_RS14330,K562_RS14330
K562_RS14335,K562_RS14335
K562_RS14340,K562_RS14340
K562_RS14345,K562_RS14345
K562_RS14350,K562_RS14350
K562_RS14355,K562_RS14355
K562_RS14360,K562_RS14360
K562_RS14365,K562_RS14365
K562_RS14375,K562_RS14375
K562_RS14380,K562_RS14380
K562_RS14385,K562_RS14385
K562_RS14390,K562_RS14390
K562_RS14395,K562_RS14395
K562_RS14400,K562_RS14400
K562_RS14405,K562_RS14405
K562_RS14410,K562_RS14410
K562_RS14415,K562_RS14415
K562_RS14420,K562_RS14420
K562_RS14425,K562_RS14425
K562_RS14430,K562_RS14430
K562_RS14435,K562_RS14435
K562_RS14440,K562_RS14440
K562_RS14445,K562_RS14445
K562_RS14465,K562_RS14465
K562_RS14470,K562_RS14470
K562_RS14475,K562_RS14475
K562_RS14480,K562_RS14480
K562_RS14485,K562_RS14485
K562_RS14490,K562_RS14490
K562_RS14495,K562_RS14495
K562_RS14505,K562_RS14505
K562_RS14510,K562_RS14510
K562_RS14515,K562_RS14515
K562_RS14520,K562_RS14520
K562_RS14525,K562_RS14525
K562_RS14530,K562_RS14530
K562_RS14535,K562_RS14535
K562_RS14540,K562_RS14540
K562_RS14545,K562_RS14545
K562_RS14550,K562_RS14550
K562_RS14555,K562_RS14555
K562_RS14560,K562_RS14560
K562_RS14565,K562_RS14565
K562_RS14575,K562_RS14575
K562_RS14580,K562_RS14580
K562_RS14585,K562_RS14585
K562_RS14590,K562_RS14590
K562_RS14595,K562_RS14595
K562_RS14600,K562_RS14600
K562_RS14605,K562_RS14605
K562_RS14610,K562_RS14610
K562_RS14615,K562_RS14615
K562_RS14620,K562_RS14620
K562_RS14625,K562_RS14625
K562_RS14630,K562_RS14630
K562_RS14635,K562_RS14635
K562_RS14640,K562_RS14640
K562_RS14645,K562_RS14645
K562_RS14650,K562_RS14650
K562_RS14655,K562_RS14655
K562_RS14660,K562_RS14660
K562_RS14665,K562_RS14665
K562_RS14670,K562_RS14670
K562_RS14675,K562_RS14675
K562_RS14680,K562_RS14680
K562_RS14685,K562_RS14685
K562_RS14690,K562_RS14690
K562_RS14695,K562_RS14695
K562_RS14700,K562_RS14700
K562_RS14705,K562_RS14705
K562_RS14710,K562_RS14710
K562_RS14715,K562_RS14715
K562_RS14720,K562_RS14720
K562_RS14725,K562_RS14725
K562_RS14730,K562_RS14730
K562_RS14735,K562_RS14735
K562_RS14740,K562_RS14740
K562_RS14745,K562_RS14745
K562_RS14750,K562_RS14750
K562_RS14755,K562_RS14755
K562_RS14760,K562_RS14760
K562_RS14765,K562_RS14765
K562_RS14770,K562_RS14770
K562_RS14775,K562_RS14775
K562_RS14780,K562_RS14780
K562_RS14785,K562_RS14785
K562_RS14790,K562_RS14790
K562_RS14795,K562_RS14795
K562_RS14800,K562_RS14800
K562_RS14805,K562_RS14805
K562_RS14815,K562_RS14815
K562_RS14820,K562_RS14820
K562_RS14825,K562_RS14825
K562_RS14830,K562_RS14830
K562_RS14835,K562_RS14835
K562_RS14840,K562_RS14840
K562_RS14845,K562_RS14845
K562_RS14850,K562_RS14850
K562_RS14855,K562_RS14855
K562_RS14860,K562_RS14860
K562_RS14865,K562_RS14865
K562_RS14870,K562_RS14870
K562_RS14875,K562_RS14875
K562_RS14880,K562_RS14880
K562_RS14885,K562_RS14885
K562_RS14890,K562_RS14890
K562_RS14895,K562_RS14895
K562_RS14900,K562_RS14900
K562_RS14905,K562_RS14905
K562_RS14910,K562_RS14910
K562_RS14915,K562_RS14915
K562_RS14920,K562_RS14920
K562_RS14925,K562_RS14925
K562_RS14930,K562_RS14930
K562_RS14935,K562_RS14935
K562_RS14940,K562_RS14940
K562_RS14945,K562_RS14945
K562_RS14950,K562_RS14950
K562_RS14955,K562_RS14955
K562_RS14960,K562_RS14960
K562_RS14965,K562_RS14965
K562_RS14970,K562_RS14970
K562_RS14975,K562_RS14975
K562_RS14980,K562_RS14980
K562_RS14985,K562_RS14985
K562_RS14990,K562_RS14990
K562_RS14995,K562_RS14995
K562_RS15000,K562_RS15000
K562_RS15005,K562_RS15005
K562_RS15010,K562_RS15010
K562_RS15015,K562_RS15015
K562_RS15020,K562_RS15020
K562_RS15025,K562_RS15025
K562_RS15030,K562_RS15030
K562_RS15035,K562_RS15035
K562_RS15040,K562_RS15040
K562_RS15045,K562_RS15045
K562_RS15050,K562_RS15050
K562_RS15055,K562_RS15055
K562_RS15060,K562_RS15060
K562_RS15065,K562_RS15065
K562_RS15070,K562_RS15070
K562_RS15075,K562_RS15075
K562_RS15080,K562_RS15080
K562_RS15085,K562_RS15085
K562_RS15090,K562_RS15090
K562_RS15095,K562_RS15095
K562_RS15100,K562_RS15100
K562_RS15105,K562_RS15105
K562_RS15110,K562_RS15110
K562_RS15115,K562_RS15115
K562_RS15120,K562_RS15120
K562_RS15125,K562_RS15125
K562_RS15130,K562_RS15130
K562_RS15135,K562_RS15135
K562_RS15140,K562_RS15140
K562_RS15145,K562_RS15145
K562_RS15150,K562_RS15150
K562_RS15155,K562_RS15155
K562_RS15160,K562_RS15160
K562_RS15165,K562_RS15165
K562_RS15170,K562_RS15170
K562_RS15175,K562_RS15175
K562_RS15180,K562_RS15180
K562_RS15185,K562_RS15185
K562_RS15190,K562_RS15190
K562_RS15195,K562_RS15195
K562_RS15200,K562_RS15200
K562_RS15205,K562_RS15205
K562_RS15210,K562_RS15210
K562_RS15215,K562_RS15215
K562_RS15220,K562_RS15220
K562_RS15225,K562_RS15225
K562_RS15230,K562_RS15230
K562_RS15235,K562_RS15235
K562_RS15240,K562_RS15240
K562_RS15245,K562_RS15245
K562_RS15250,K562_RS15250
K562_RS15255,K562_RS15255
K562_RS15260,K562_RS15260
K562_RS15265,K562_RS15265
K562_RS15270,K562_RS15270
K562_RS15275,K562_RS15275
K562_RS15280,K562_RS15280
K562_RS15285,K562_RS15285
K562_RS15290,K562_RS15290
K562_RS15295,K562_RS15295
K562_RS15300,K562_RS15300
K562_RS15305,K562_RS15305
K562_RS15310,K562_RS15310
K562_RS15315,K562_RS15315
K562_RS15320,K562_RS15320
K562_RS15325,K562_RS15325
K562_RS15330,K562_RS15330
K562_RS15335,K562_RS15335
K562_RS15340,K562_RS15340
K562_RS15345,K562_RS15345
K562_RS15350,K562_RS15350
K562_RS15355,K562_RS15355
K562_RS15360,K562_RS15360
K562_RS15365,K562_RS15365
K562_RS15370,K562_RS15370
K562_RS15375,K562_RS15375
K562_RS15380,K562_RS15380
K562_RS15385,K562_RS15385
K562_RS15390,K562_RS15390
K562_RS15395,K562_RS15395
K562_RS15400,K562_RS15400
K562_RS15405,K562_RS15405
K562_RS15410,K562_RS15410
K562_RS15415,K562_RS15415
K562_RS35800,K562_RS35800
K562_RS15425,K562_RS15425
K562_RS15430,K562_RS15430
K562_RS15435,K562_RS15435
K562_RS15440,K562_RS15440
K562_RS15445,K562_RS15445
K562_RS15450,K562_RS15450
K562_RS15455,K562_RS15455
K562_RS15460,K562_RS15460
K562_RS15465,K562_RS15465
K562_RS15470,K562_RS15470
K562_RS15480,K562_RS15480
K562_RS15485,K562_RS15485
K562_RS15490,K562_RS15490
K562_RS15495,K562_RS15495
K562_RS15500,K562_RS15500
K562_RS15505,K562_RS15505
K562_RS35485,K562_RS35485
K562_RS15515,K562_RS15515
K562_RS15520,K562_RS15520
K562_RS15525,K562_RS15525
K562_RS15530,K562_RS15530
K562_RS15535,K562_RS15535
K562_RS15540,K562_RS15540
K562_RS15545,K562_RS15545
K562_RS15550,K562_RS15550
K562_RS15555,K562_RS15555
K562_RS15560,K562_RS15560
K562_RS15565,K562_RS15565
K562_RS15570,K562_RS15570
K562_RS15575,K562_RS15575
K562_RS15580,K562_RS15580
K562_RS15585,K562_RS15585
K562_RS15590,K562_RS15590
K562_RS15595,K562_RS15595
K562_RS15600,K562_RS15600
K562_RS15605,K562_RS15605
K562_RS15610,K562_RS15610
K562_RS15615,K562_RS15615
K562_RS15620,K562_RS15620
K562_RS15630,K562_RS15630
K562_RS15635,K562_RS15635
K562_RS15640,K562_RS15640
K562_RS15645,K562_RS15645
K562_RS15650,K562_RS15650
K562_RS15655,K562_RS15655
K562_RS15660,K562_RS15660
K562_RS15665,K562_RS15665
K562_RS15670,K562_RS15670
K562_RS15675,K562_RS15675
K562_RS15680,K562_RS15680
K562_RS15685,K562_RS15685
K562_RS15690,K562_RS15690
K562_RS15695,K562_RS15695
K562_RS15700,K562_RS15700
K562_RS15705,K562_RS15705
K562_RS15710,K562_RS15710
K562_RS15715,K562_RS15715
K562_RS15720,K562_RS15720
K562_RS15725,K562_RS15725
K562_RS15730,K562_RS15730
K562_RS15735,K562_RS15735
K562_RS15740,K562_RS15740
K562_RS15745,K562_RS15745
K562_RS15750,K562_RS15750
K562_RS15755,K562_RS15755
K562_RS15760,K562_RS15760
K562_RS15765,K562_RS15765
K562_RS15770,K562_RS15770
K562_RS15775,K562_RS15775
K562_RS15780,K562_RS15780
K562_RS15785,K562_RS15785
K562_RS15790,K562_RS15790
K562_RS15795,K562_RS15795
K562_RS15800,K562_RS15800
K562_RS15805,K562_RS15805
K562_RS15810,K562_RS15810
K562_RS15815,K562_RS15815
K562_RS15820,K562_RS15820
K562_RS15825,K562_RS15825
K562_RS15830,K562_RS15830
K562_RS15835,K562_RS15835
K562_RS15840,K562_RS15840
K562_RS15845,K562_RS15845
K562_RS15850,K562_RS15850
K562_RS15855,K562_RS15855
K562_RS15860,K562_RS15860
K562_RS15865,K562_RS15865
K562_RS15870,K562_RS15870
K562_RS15875,K562_RS15875
K562_RS15880,K562_RS15880
K562_RS15885,K562_RS15885
K562_RS15890,K562_RS15890
K562_RS15895,K562_RS15895
K562_RS15900,K562_RS15900
K562_RS15905,K562_RS15905
K562_RS15910,K562_RS15910
K562_RS15915,K562_RS15915
K562_RS15920,K562_RS15920
K562_RS15925,K562_RS15925
K562_RS15930,K562_RS15930
K562_RS15935,K562_RS15935
K562_RS15940,K562_RS15940
K562_RS15945,K562_RS15945
K562_RS15950,K562_RS15950
K562_RS15955,K562_RS15955
K562_RS15960,K562_RS15960
K562_RS35490,K562_RS35490
K562_RS15965,K562_RS15965
K562_RS15970,K562_RS15970
K562_RS15975,K562_RS15975
K562_RS15980,K562_RS15980
K562_RS15985,K562_RS15985
K562_RS15990,K562_RS15990
K562_RS15995,K562_RS15995
K562_RS16000,K562_RS16000
K562_RS16005,K562_RS16005
K562_RS16010,K562_RS16010
K562_RS16015,K562_RS16015
K562_RS16020,K562_RS16020
K562_RS16025,K562_RS16025
K562_RS16030,K562_RS16030
K562_RS16035,K562_RS16035
K562_RS16040,K562_RS16040
K562_RS16045,K562_RS16045
K562_RS16050,K562_RS16050
K562_RS16055,K562_RS16055
K562_RS16060,K562_RS16060
K562_RS16065,K562_RS16065
K562_RS16070,K562_RS16070
K562_RS16075,K562_RS16075
K562_RS16080,K562_RS16080
K562_RS16085,K562_RS16085
K562_RS16090,K562_RS16090
K562_RS16095,K562_RS16095
K562_RS16100,K562_RS16100
K562_RS16105,K562_RS16105
K562_RS16110,K562_RS16110
K562_RS16115,K562_RS16115
K562_RS16120,K562_RS16120
K562_RS16125,K562_RS16125
K562_RS16130,K562_RS16130
K562_RS16135,K562_RS16135
K562_RS16140,K562_RS16140
K562_RS16145,K562_RS16145
K562_RS16150,K562_RS16150
K562_RS16155,K562_RS16155
K562_RS16160,K562_RS16160
K562_RS16165,K562_RS16165
K562_RS16170,K562_RS16170
K562_RS16175,K562_RS16175
K562_RS16180,K562_RS16180
K562_RS16185,K562_RS16185
K562_RS16190,K562_RS16190
K562_RS16195,K562_RS16195
K562_RS16200,K562_RS16200
K562_RS16205,K562_RS16205
K562_RS16210,K562_RS16210
K562_RS16220,K562_RS16220
K562_RS16225,K562_RS16225
K562_RS16230,K562_RS16230
K562_RS16235,K562_RS16235
K562_RS16240,K562_RS16240
K562_RS16245,K562_RS16245
K562_RS16250,K562_RS16250
K562_RS16255,K562_RS16255
K562_RS16260,K562_RS16260
K562_RS16265,K562_RS16265
K562_RS16270,K562_RS16270
K562_RS16275,K562_RS16275
K562_RS16280,K562_RS16280
K562_RS16285,K562_RS16285
K562_RS16290,K562_RS16290
K562_RS16295,K562_RS16295
K562_RS16300,K562_RS16300
K562_RS16305,K562_RS16305
K562_RS16310,K562_RS16310
K562_RS16315,K562_RS16315
K562_RS16320,K562_RS16320
K562_RS16325,K562_RS16325
K562_RS16330,K562_RS16330
K562_RS16335,K562_RS16335
K562_RS16340,K562_RS16340
K562_RS16345,K562_RS16345
K562_RS16350,K562_RS16350
K562_RS16355,K562_RS16355
K562_RS16360,K562_RS16360
K562_RS16365,K562_RS16365
K562_RS16370,K562_RS16370
K562_RS16375,K562_RS16375
K562_RS16380,K562_RS16380
K562_RS16385,K562_RS16385
K562_RS16390,K562_RS16390
K562_RS16395,K562_RS16395
K562_RS16400,K562_RS16400
K562_RS16405,K562_RS16405
K562_RS16410,K562_RS16410
K562_RS16415,K562_RS16415
K562_RS16420,K562_RS16420
K562_RS16425,K562_RS16425
K562_RS16430,K562_RS16430
K562_RS16435,K562_RS16435
K562_RS16440,K562_RS16440
K562_RS16445,K562_RS16445
K562_RS16450,K562_RS16450
K562_RS16455,K562_RS16455
K562_RS16460,K562_RS16460
K562_RS16465,K562_RS16465
K562_RS16470,K562_RS16470
K562_RS16475,K562_RS16475
K562_RS16480,K562_RS16480
K562_RS16485,K562_RS16485
K562_RS16490,K562_RS16490
K562_RS16495,K562_RS16495
K562_RS16500,K562_RS16500
K562_RS16505,K562_RS16505
K562_RS16510,K562_RS16510
K562_RS16515,K562_RS16515
K562_RS16520,K562_RS16520
K562_RS16525,K562_RS16525
K562_RS16530,K562_RS16530
K562_RS16535,K562_RS16535
K562_RS16540,K562_RS16540
K562_RS16545,K562_RS16545
K562_RS16550,K562_RS16550
K562_RS16555,K562_RS16555
K562_RS16560,K562_RS16560
K562_RS16565,K562_RS16565
K562_RS16570,K562_RS16570
K562_RS16575,K562_RS16575
K562_RS16580,K562_RS16580
K562_RS16585,K562_RS16585
K562_RS16590,K562_RS16590
K562_RS16595,K562_RS16595
K562_RS16600,K562_RS16600
K562_RS16605,K562_RS16605
K562_RS16610,K562_RS16610
K562_RS16615,K562_RS16615
K562_RS16620,K562_RS16620
K562_RS16625,K562_RS16625
K562_RS16630,K562_RS16630
K562_RS16635,K562_RS16635
K562_RS16640,K562_RS16640
K562_RS16645,K562_RS16645
K562_RS16650,K562_RS16650
K562_RS16655,K562_RS16655
K562_RS16660,K562_RS16660
K562_RS16665,K562_RS16665
K562_RS16670,K562_RS16670
K562_RS16675,K562_RS16675
K562_RS16680,K562_RS16680
K562_RS16685,K562_RS16685
K562_RS16695,K562_RS16695
K562_RS16700,K562_RS16700
K562_RS16705,K562_RS16705
K562_RS16710,K562_RS16710
K562_RS16715,K562_RS16715
K562_RS16720,K562_RS16720
K562_RS16725,K562_RS16725
K562_RS16730,K562_RS16730
K562_RS16735,K562_RS16735
K562_RS16740,K562_RS16740
K562_RS16745,K562_RS16745
K562_RS16750,K562_RS16750
K562_RS16755,K562_RS16755
K562_RS16760,K562_RS16760
K562_RS16765,K562_RS16765
K562_RS16770,K562_RS16770
K562_RS16775,K562_RS16775
K562_RS16780,K562_RS16780
K562_RS16785,K562_RS16785
K562_RS16790,K562_RS16790
K562_RS16795,K562_RS16795
K562_RS16800,K562_RS16800
K562_RS16805,K562_RS16805
K562_RS16810,K562_RS16810
K562_RS16815,K562_RS16815
K562_RS16820,K562_RS16820
K562_RS16825,K562_RS16825
K562_RS16830,K562_RS16830
K562_RS16835,K562_RS16835
K562_RS16840,K562_RS16840
K562_RS16845,K562_RS16845
K562_RS16850,K562_RS16850
K562_RS16855,K562_RS16855
K562_RS16860,K562_RS16860
K562_RS16880,K562_RS16880
K562_RS16885,K562_RS16885
K562_RS16890,K562_RS16890
K562_RS16895,K562_RS16895
K562_RS16900,K562_RS16900
K562_RS16905,K562_RS16905
K562_RS16910,K562_RS16910
K562_RS35500,K562_RS35500
K562_RS16925,K562_RS16925
K562_RS16930,K562_RS16930
K562_RS16935,K562_RS16935
K562_RS16940,K562_RS16940
K562_RS16945,K562_RS16945
K562_RS16950,K562_RS16950
K562_RS16955,K562_RS16955
K562_RS16960,K562_RS16960
K562_RS16965,K562_RS16965
K562_RS16970,K562_RS16970
K562_RS16975,K562_RS16975
K562_RS16980,K562_RS16980
K562_RS16985,K562_RS16985
K562_RS16990,K562_RS16990
K562_RS16995,K562_RS16995
K562_RS17000,K562_RS17000
K562_RS17005,K562_RS17005
K562_RS17010,K562_RS17010
K562_RS17015,K562_RS17015
K562_RS17020,K562_RS17020
K562_RS17025,K562_RS17025
K562_RS17030,K562_RS17030
K562_RS17035,K562_RS17035
K562_RS17040,K562_RS17040
K562_RS17045,K562_RS17045
K562_RS17050,K562_RS17050
K562_RS17055,K562_RS17055
K562_RS17060,K562_RS17060
K562_RS17065,K562_RS17065
K562_RS17070,K562_RS17070
K562_RS17075,K562_RS17075
K562_RS17080,K562_RS17080
K562_RS17085,K562_RS17085
K562_RS17090,K562_RS17090
K562_RS17095,K562_RS17095
K562_RS17100,K562_RS17100
K562_RS17105,K562_RS17105
K562_RS17110,K562_RS17110
K562_RS17115,K562_RS17115
K562_RS17120,K562_RS17120
K562_RS17125,K562_RS17125
K562_RS17130,K562_RS17130
K562_RS17135,K562_RS17135
K562_RS17140,K562_RS17140
K562_RS17145,K562_RS17145
K562_RS17150,K562_RS17150
K562_RS17155,K562_RS17155
K562_RS17160,K562_RS17160
K562_RS17165,K562_RS17165
K562_RS17170,K562_RS17170
K562_RS17175,K562_RS17175
K562_RS17180,K562_RS17180
K562_RS17185,K562_RS17185
K562_RS17190,K562_RS17190
K562_RS17195,K562_RS17195
K562_RS17200,K562_RS17200
K562_RS17205,K562_RS17205
K562_RS17210,K562_RS17210
K562_RS17215,K562_RS17215
K562_RS17220,K562_RS17220
K562_RS17225,K562_RS17225
K562_RS17230,K562_RS17230
K562_RS17235,K562_RS17235
K562_RS17240,K562_RS17240
K562_RS17245,K562_RS17245
K562_RS17250,K562_RS17250
K562_RS17255,K562_RS17255
K562_RS17260,K562_RS17260
K562_RS17265,K562_RS17265
K562_RS17270,K562_RS17270
K562_RS17275,K562_RS17275
K562_RS17280,K562_RS17280
K562_RS17285,K562_RS17285
K562_RS17290,K562_RS17290
K562_RS17295,K562_RS17295
K562_RS17300,K562_RS17300
K562_RS17305,K562_RS17305
K562_RS17310,K562_RS17310
K562_RS17315,K562_RS17315
K562_RS17320,K562_RS17320
K562_RS17325,K562_RS17325
K562_RS17330,K562_RS17330
K562_RS17335,K562_RS17335
K562_RS17340,K562_RS17340
K562_RS17345,K562_RS17345
K562_RS17350,K562_RS17350
K562_RS17355,K562_RS17355
K562_RS17360,K562_RS17360
K562_RS17365,K562_RS17365
K562_RS17370,K562_RS17370
K562_RS17375,K562_RS17375
K562_RS17380,K562_RS17380
K562_RS17385,K562_RS17385
K562_RS17390,K562_RS17390
K562_RS17395,K562_RS17395
K562_RS17400,K562_RS17400
K562_RS17405,K562_RS17405
K562_RS17410,K562_RS17410
K562_RS17415,K562_RS17415
K562_RS17420,K562_RS17420
K562_RS17425,K562_RS17425
K562_RS17430,K562_RS17430
K562_RS17435,K562_RS17435
K562_RS17440,K562_RS17440
K562_RS17445,K562_RS17445
K562_RS17450,K562_RS17450
K562_RS17455,K562_RS17455
K562_RS17460,K562_RS17460
K562_RS17465,K562_RS17465
K562_RS17470,K562_RS17470
K562_RS17475,K562_RS17475
K562_RS17480,K562_RS17480
K562_RS17485,K562_RS17485
K562_RS17490,K562_RS17490
K562_RS17495,K562_RS17495
K562_RS17500,K562_RS17500
K562_RS17505,K562_RS17505
K562_RS17510,K562_RS17510
K562_RS17515,K562_RS17515
K562_RS17520,K562_RS17520
K562_RS17525,K562_RS17525
K562_RS17530,K562_RS17530
K562_RS17535,K562_RS17535
K562_RS17540,K562_RS17540
K562_RS17545,K562_RS17545
K562_RS17550,K562_RS17550
K562_RS17555,K562_RS17555
K562_RS17560,K562_RS17560
K562_RS17565,K562_RS17565
K562_RS17570,K562_RS17570
K562_RS17575,K562_RS17575
K562_RS17580,K562_RS17580
K562_RS17585,K562_RS17585
K562_RS17590,K562_RS17590
K562_RS17595,K562_RS17595
K562_RS17600,K562_RS17600
K562_RS17605,K562_RS17605
K562_RS17610,K562_RS17610
K562_RS17615,K562_RS17615
K562_RS17620,K562_RS17620
K562_RS17625,K562_RS17625
K562_RS17630,K562_RS17630
K562_RS17635,K562_RS17635
K562_RS17640,K562_RS17640
K562_RS17645,K562_RS17645
K562_RS17650,K562_RS17650
K562_RS17655,K562_RS17655
K562_RS17660,K562_RS17660
K562_RS17665,K562_RS17665
K562_RS17670,K562_RS17670
K562_RS17675,K562_RS17675
K562_RS17680,K562_RS17680
K562_RS17685,K562_RS17685
K562_RS17690,K562_RS17690
K562_RS17695,K562_RS17695
K562_RS17700,K562_RS17700
K562_RS17705,K562_RS17705
K562_RS35345,K562_RS35345
K562_RS17710,K562_RS17710
K562_RS17715,K562_RS17715
